,Name,Period,Diet,Country,UE
183,Turiasaurus,no info,no info,no info,Kimmeridgian
184,Valdosaurus,no info,no info,no info,Weald
185,Vallibonavenatrix,no info,no info,no info,Barremian)
186,Variraptor,no info,no info,no info,(Late
187,Vectaerovenator,no info,no info,no info,England
188,Vectiraptor,no info,no info,no info,England
189,Velocipes,no info,no info,no info,Poland
190,Volgatitan,no info,no info,no info,Russia
191,Vouivria,no info,no info,no info,
192,Wiehenvenator,no info,no info,no info,Germany
193,Xenoposeidon,no info,no info,no info,Valanginian)
194,Yaverlandia,no info,no info,no info,Barremian)
195,Zalmoxes,no info,no info,no info,(Late
196,Zby,no info,no info,no info,Portugal
197,"hide
vte
Lists",no info,no info,no info,no info
198,Non-avian,no info,no info,no info,European
199,"Birds
African",no info,no info,no info,Antarctic
0,Name,,,,
1,Abditosaurus,,,,Spain
2,Acanthopholis,,,,"Cretaceous,"
3,Adynomosaurus,,,,Spain
4,Aepisaurus,,,,France
5,Ajkaceratops,,,,Hungary
6,Allosaurus,,,,Tithonian)
7,Alocodon,,,,Portugal
8,Altispinax,,,,
9,Amanzia,,,,Switzerland
10,Ampelosaurus,,,,Marnes
11,Anoplosaurus,,,,England
12,Aragosaurus,,,,Berriasian)
13,Arcovenator,,,,(Late
14,Arenysaurus,,,,Spain
15,Aristosuchus,,,,England
16,Asylosaurus,,,,
17,Atsinganosaurus,,,,(Late
18,Aviatyrannis,,,,Tithonian)
19,Barilium,,,,England
20,Baryonyx,,,,
21,Betasuchus,,,,Netherlands
22,Blasisaurus,,,,Spain
23,Bothriospondylus,,,,England
24,Bradycneme,,,,Romania
25,Brighstoneus,,,,England
26,Burianosaurus,,,,Czech
27,Calamosaurus,,,,England
28,Calamospondylus,,,,England
29,Callovosaurus,,,,England
30,Camarillasaurus,,,,Spain
31,Camelotia,,,,"Jurassic,"
32,Canardia,,,,
33,Cardiodon,,,,
34,Ceratosuchops,,,,England
35,Cetiosauriscus,,,,England
36,Cetiosaurus,,,,Bathonian)
37,Chondrosteosaurus,,,,England
38,Compsognathus,,,,(Late
39,Concavenator,,,,
40,Craspedodon,,,,Belgium
41,Craterosaurus,,,,to
42,Cruxicheiros,,,,
43,Cryptosaurus,,,,England
44,Cumnoria,,,,England
45,Dacentrurus,,,,Lourinhã
46,Demandasaurus,,,,"Cretaceous,"
47,Dinodocus,,,,
48,Dolichosuchus,,,,Germany
49,Draconyx,,,,Portugal
50,Dracopelta,,,,Portugal
51,Dracoraptor,,,,Wales
52,Dromaeosauroides,,,,Denmark
53,Dubreuillosaurus,,,,
54,Duriatitan,,,,England
55,Duriavenator,,,,England
56,Echinodon,,,,England
57,Efraasia,,,,Germany
58,Elopteryx,,,,Romania
59,Emausaurus,,,,Germany
60,Eotyrannus,,,,England
61,Eousdryosaurus,,,,Portugal
62,Erectopus,,,,
63,Eucamerotus,,,,England
64,Eucercosaurus,,,,England
65,Euronychodon,,,,"Cretaceous,"
66,Europasaurus,,,,Kimmeridgian)
67,Europatitan,,,,"Cretaceous,"
68,Europelta,,,,Spain
69,Eustreptospondylus,,,,England
70,Fylax,,,,Spain
71,Galvesaurus,,,,Kimmeridgian
72,Garrigatitan,,,,(Late
73,Genusaurus,,,,France
74,Gideonmantellia,,,,Spain
75,Gigantosaurus,,,,England
76,Haestasaurus,,,,Valanginian)
77,Halticosaurus,,,,Germany
78,Heptasteornis,,,,Romania
79,Histriasaurus,,,,Barremian)
80,Horshamosaurus,,,,England
81,Hungarosaurus,,,,Hungary
82,Hylaeosaurus,,,,Formation
83,Hypselosaurus,,,,(Late
84,Hypselospinus,,,,England
85,Hypsilophodon,,,,Barremian)
86,Iberospinus,,,,
87,Iguanodon,,,,Lower
88,Iliosuchus,,,,England
89,Iuticosaurus,,,,"Cretaceous,"
90,Juratyrant,,,,England
91,Juravenator,,,,Germany
92,Lexovisaurus,,,,England
93,Liliensternus,,,,Rhaetian)
94,Lirainosaurus,,,,"Formation,"
95,Lohuecotitan,,,,"Cretaceous,"
96,Lophostropheus,,,,"Jurassic,"
97,Loricatosaurus,,,,Clay
98,Losillasaurus,,,,Kimmeridgian)
99,Lourinhanosaurus,,,,Tithonian)
100,Lourinhasaurus,,,,Portugal
101,Lusitanosaurus,,,,Portugal
102,Lusotitan,,,,Tithonian)
103,Lusovenator,,,,"Cretaceous,"
104,Macrurosaurus,,,,Albian)
105,Magnamanus,,,,Barremian)
106,Magnosaurus,,,,England
107,Magyarosaurus,,,,Romania
108,Mantellisaurus,,,,"Group,"
109,Marmarospondylus,,,,
110,Matheronodon,,,,(Late
111,Megalosaurus,,,,Formation
112,Metriacanthosaurus,,,,England
113,Miragaia,,,,Tithonian)
114,Mochlodon,,,,Santonian
115,Morelladon,,,,Barremian)
116,Morinosaurus,,,,France
117,Neosodon,,,,(Late
118,Neovenator,,,,Barremian)
119,Normanniasaurus,,,,France
120,Notatesseraeraptor,,,,Switzerland
121,Nuthetes,,,,England
122,Oceanotitan,,,,Portugal
123,Ohmdenosaurus,,,,Germany
124,Oligosaurus,,,,Austria
125,Oplosaurus,,,,England
126,Ornithodesmus,,,,England
127,Ornithomerus,,,,Austria
128,Ornithopsis,,,,England)
129,Orthomerus,,,,Netherlands
130,Ostromia,,,,Germany
131,Owenodon,,,,England
132,Paludititan,,,,Romania
133,Pararhabdodon,,,,Spain
134,Pareisactus,,,,Spain
135,Pelecanimimus,,,,
136,Pelorosaurus,,,,Hauterivian)
137,Pendraig,,,,Rhaetian)
138,Phyllodon,,,,Portugal
139,Piveteausaurus,,,,Callovian)
140,Plateosaurus,,,,Trossingen
141,Pneumatoraptor,,,,Hungary
142,Poekilopleuron,,,,
143,Polacanthus,,,,England
144,Portellsaurus,,,,Barremian)
145,Priodontognathus,,,,
146,Proa,,,,Spain
147,Proceratosaurus,,,,
148,Procompsognathus,,,,Germany
149,Pterospondylus,,,,Germany
150,Pyroraptor,,,,(Late
151,Regnosaurus,,,,Berriasian
152,Rhabdodon,,,,"Saint-Chinian,"
153,Riabininohadros,,,,Crimea
154,Riparovenator,,,,England
155,Ruehleia,,,,Germany
156,Saltriovenator,,,,Italy
157,Sarcolestes,,,,England
158,Sarcosaurus,,,,Sinemurian)
159,Scelidosaurus,,,,Pliensbachian)
160,Schleitheimia,,,,Switzerland
161,Scipionyx,,,,Italy
162,Sciurumimus,,,,Germany
163,Soriatitan,,,,Hauterivian)
164,Stenopelix,,,,
165,Streptospondylus,,,,Jurassic
166,Struthiosaurus,,,,Gosau
167,Syngonosaurus,,,,England
168,Tamarro,,,,Spain
169,Tanystrosuchus,,,,Germany
170,Tarascosaurus,,,,France
171,Tastavinsaurus,,,,Barremian)
172,Taveirosaurus,,,,Maastrichtian)
173,Teinurosaurus,,,,France
174,Telmatosaurus,,,,Romania
175,Tethyshadros,,,,Italy
176,Thecocoelurus,,,,England
177,Thecodontosaurus,,,,England
178,Thecospondylus,,,,Hauterivian)
179,Torvosaurus,,,,(Middle
180,Transylvanosaurus,,,,Romania
181,Trimucrodon,,,,Portugal
182,Tuebingosaurus,,,,Germany
183,Turiasaurus,,,,Kimmeridgian
184,Valdosaurus,,,,Weald
185,Vallibonavenatrix,,,,Barremian)
186,Variraptor,,,,(Late
187,Vectaerovenator,,,,England
188,Vectiraptor,,,,England
189,Velocipes,,,,Poland
190,Volgatitan,,,,Russia
191,Vouivria,,,,
192,Wiehenvenator,,,,Germany
193,Xenoposeidon,,,,Valanginian)
194,Yaverlandia,,,,Barremian)
195,Zalmoxes,,,,(Late
196,Zby,,,,Portugal
197,"hide
vte
Lists",,,,
198,Non-avian,,,,European
199,"Birds
African",,,,Antarctic
